DATAFLOW,LAST UPDATE,freq,unit,wstatus,age,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,TR,2020,26.7,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,UK,2000,18.2,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,UK,2001,17.8,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,UK,2002,17.6,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,UK,2003,12.1,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,UK,2004,,bu
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,UK,2005,12.0,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,UK,2006,11.2,b
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,UK,2007,16.6,b
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,UK,2008,16.9,b
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,UK,2009,15.7,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,UK,2010,14.8,b
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,UK,2011,14.9,b
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,UK,2012,13.4,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,UK,2013,12.4,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,UK,2014,11.8,b
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,UK,2015,10.8,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,UK,2016,11.2,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,UK,2017,10.6,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,UK,2018,10.7,
ESTAT:SDG_04_10(1.0),03/01/24 23:00:00,A,PC,POP,Y18-24,T,UK,2019,10.9,
